Uniprot_ID	Gene_Name_Stringdb	3F1	3F1	3F3	3N1	3N2	3N3	1F1	1F2	1F3	1N1	1N2	1N3
Q8NP35	Cgl1990	31588.473	37933.88801	39345.3234	41514.20852	39494.11672	44045.85586	24463.30073	9304.757155	17912.48799	16447.16051	23669.00616	30653.60977
Q8NP47	ribF	1717.329157	2376.390314	1818.682831	2139.465538	2350.926792	2477.370864	2213.780164	1898.995216	2151.137393	1589.563094	2036.322543	1809.335633
Q8NP52	Cgl1969	2410.928723	3222.291052	3585.988931	2629.610894	3167.750093	2769.23264	2620.547252	1073.563232	2648.187044	1441.496581	660.9907724	1521.60899
Q8NP60	Cgl1961	63126.52377	69745.10965	71621.08665	69493.68673	72422.0954	81835.26692	68541.28143	51176.16193	53693.91916	52283.31649	43987.82391	49892.52199
Q8NP68	Cgl1948	2401.750687	3451.965262	3496.86398	3563.288129	3234.722854	4072.588143	5206.335979	3507.891557	4081.767352	2527.941118	3338.363933	3078.854422
Q8NP80	ptsF	2055.889506	2360.825225	2621.737926	2759.673642	2988.159595	2510.526838	1600.414053	2110.919663	2092.878868	1372.073846	1173.915047	1704.582059
Q8NP81	pfkB	2724.117702	2950.426827	3399.545443	2584.824587	3068.823927	3116.626944	2637.871327	1521.868934	1705.114832	1513.839939	355.4024008	1884.618633
Q8NP83	ptsI	15254.11353	16628.92096	19417.24933	24009.88343	23324.18376	23525.65859	15108.68803	8803.740913	10220.8427	11238.2896	10362.93392	11315.32075
Q8NP91	oxyR	2095.536012	2880.854842	2621.269345	2602.748637	2937.634254	3276.968902	4432.889843	3144.118674	3468.351062	2410.68411	2261.788382	2998.074113
Q8NP99	Cgl1916	8515.321262	4730.421202	6345.086391	3980.28376	3113.322393	2806.911102	5572.960343	3445.211371	4134.285422	2540.916845	4997.556491	5136.992639
Q8NR37	Cgl1227	5324.910725	6713.888862	5814.241287	2540.384559	4297.037941	4890.596634	8250.416631	6820.489436	6326.845449	2817.242447	1355.004181	4331.964894
Q8NPA3	sigA	10691.66376	12755.71376	12961.37365	12723.81742	12602.39494	14192.81505	16024.16855	11472.02319	13039.95638	10361.29572	11203.67063	10610.99148
Q8NPA4	ppgK	3655.304673	5388.806311	5075.431221	6358.694112	5708.523522	6324.673869	6203.087481	3690.406369	5011.331958	3418.843682	4534.740688	4146.42556
Q8NPB0	Cgl1904	9373.973328	12752.9322	12182.60743	7662.006951	10687.8271	9966.715195	12054.16373	8023.749625	10071.23132	7259.571773	7504.953687	7825.749118
Q8NPB5	Cgl1899	11536.47508	16781.7543	15827.08251	18591.00531	17022.1001	15211.35929	17268.4363	12013.79242	11571.70222	8482.293492	6655.065277	10098.45938
Q8NPB6	Cgl1898	18512.84028	20426.23475	19561.74049	15253.0432	13883.82987	15720.41605	25922.11603	14299.27254	21735.18751	15104.71232	15472.0981	18297.33443
Q8NPI9	Cgl1823	796.2759377	357.9485941	418.3185869	331.7543348	517.4819148	172.3418618	1148.958917	350.7377419	1089.3216	500.7463401	707.1358693	786.3496964
Q8NPJ9	Cgl1813	3534.404808	4202.719981	5346.817978	2691.900249	3376.799017	7475.234112	11814.65393	6882.770193	7691.65686	7655.284918	10578.82338	7185.706189
Q8NPK6	Cgl1806	11110.1088	13749.01582	10898.58352	6529.247293	7577.28345	8803.639362	14697.3566	15231.08651	13180.56164	8419.844612	7818.923297	9461.608561
Q8NPK7	Cgl1805	6423.773547	4981.486988	6532.054391	3964.005909	4484.989989	3762.2922	11324.11208	6378.551143	9127.911487	5536.74997	6864.307851	6287.932019
Q8NPR5	Cgl1746	4741.01346	5986.116932	7183.632988	9143.929538	4266.847519	8029.960166	9620.132102	4053.130966	3006.94777	2144.570182	3095.993421	4162.049381
Q8NPU3	Cgl1718	685.0798979	681.1536505	809.0247021	817.3850981	999.8118062	870.7288628	1228.504765	929.0427395	1236.600235	880.4028161	1131.749313	1168.135638
Q8NPW5	Cgl1696	254.0522171	325.9098341	336.579389	441.444756	428.3732059	422.9492978	2243.012736	1624.426705	1992.064095	1048.665136	1193.53317	1397.628399
Q8NPY9	Cgl1672	2559.465569	3206.534976	2997.370838	3973.192687	4194.937627	5179.936622	2685.783622	2572.571105	2680.373593	2208.335062	2746.640971	2683.603637
Q8NQ18	Cgl1636	5408.35586	5215.597608	5113.537302	8907.691541	9491.422356	8719.217508	5608.702703	4202.615087	5063.391626	5198.030202	4753.61698	5861.322524
Q8NQ20	Cgl1634	2026.526518	2496.385451	3002.786747	4326.545705	3742.470217	3461.320864	2629.511643	2433.552259	3031.991005	2104.094118	2961.425985	2052.273236
Q8NQ67	qor	3635.526677	5200.959764	4820.542138	4493.048961	4478.099048	2560.027405	10110.80511	5187.518892	6030.698688	3793.332864	3350.835574	9360.134945
Q8NQ41	ihf	273658.1063	293339.6679	296603.5271	300674.6053	322461.9481	286683.6341	348141.6273	249049.7066	263005.8426	299498.8481	210992.7484	262816.5575
Q8NQ48	fmu	2726.944791	3739.911588	3386.245442	3260.980085	3536.64108	3677.301967	2696.50336	2051.340836	1958.725505	1565.665401	1384.582225	1887.27621
Q8NQ49	rpe	20201.62123	6825.437516	8359.533644	28097.49075	22483.80246	9454.891027	24274.96678	15912.51199	21015.1272	13292.08324	11932.36812	14787.95132
Q8NQ33	nusB	5973.763902	9171.313136	9525.4625	8927.096403	8519.900115	6839.585764	7540.195705	6275.88734	9842.437777	4621.518548	4187.479013	3592.979808
Q8NQ61	devB	5445.962502	6266.584901	5745.209023	5378.054224	4832.300028	7323.366555	4935.942907	4294.864418	5624.934211	3821.790121	3780.90388	3946.789589
Q8NR89	Cgl1164	104.8235734	227.8454318	146.0243016	172.0962446	267.8012523	306.1438056	355.7328889	289.9428532	338.6086215	219.0942	111.4527543	322.5636324
Q8NQ63	zwf	5449.307873	5781.409225	6174.116449	5932.994795	6022.198648	6045.235452	5536.80094	3967.034783	4638.563282	4026.673806	3090.313418	4815.656703
Q8NQ64	tal	22488.72584	23906.02368	25212.56309	24369.97798	25446.9968	25747.74441	21004.80086	15895.73035	17079.9894	14835.87003	13907.4242	16532.63249
Q8NQ65	tkt	25652.12551	31064.5895	28548.33722	34335.23815	35360.35091	36658.28889	25728.06978	21052.92064	20677.73392	22226.0469	19906.49075	23279.68739
Q8NUA6	Cgl0033	1074.79129	450.1526129	694.7235171	1052.614876	1313.419182	470.7384304	876.0824844	714.9916485	1352.438934	508.3270276	315.9758262	843.0320564
Q8NQ75	sufB	8701.959676	9579.317698	9389.63505	12516.31259	13333.88031	11714.24985	11153.85162	7866.239601	8970.031578	7405.54624	8217.350417	10076.85088
Q8NQ77	sufC	19054.8914	20962.6527	21669.25902	28979.20474	30501.56384	28061.60616	23989.37059	16992.24845	17641.02551	21263.09001	19534.00423	22654.33228
Q8NQ78	nifS2	2728.342839	3978.222815	3744.804425	4675.756986	4650.096894	4405.271556	2495.622463	580.2516716	2416.022814	1717.723559	2204.270408	2351.136564
Q8NQ84	Cgl1554	1623.394032	1467.802624	1786.932095	2643.948694	3197.564242	3292.338337	1411.266455	2858.958983	2889.575099	1066.979961	568.8944625	1293.43837
Q8NQ95	Cgl1543	5822.811056	7230.811599	5808.842377	4334.714514	3698.974115	5523.535247	7902.681091	5468.89271	5202.112973	2269.150805	3542.350077	3950.232341
Q8NQA5	Cgl1533	2177.423595	2793.078764	3000.311729	3027.671543	2414.674113	2827.055813	3202.459132	2442.770395	2056.982896	1785.88044	319.7416268	1792.750376
Q8NRQ6	Cgl0989	2303.921931	2627.31829	2506.099506	2473.952274	2802.962265	2420.595601	2795.182957	2488.902513	2061.61748	1376.243242	2116.687844	1532.46591
Q8NQA9	mcmB	1952.42645	3300.503424	2799.535819	3140.519923	3464.474195	3475.915826	17069.80492	13330.28367	14534.13094	9619.718175	10446.21609	10503.84749
Q8NPA0	Cgl1914	982.5466596	1249.775276	1287.432493	771.3727277	817.9420263	719.5104669	1331.053631	862.0915043	1006.286011	393.2074374	318.2888261	400.9121695
Q8NQB1	Cgl1527	2774.29691	5038.089567	4953.464683	2624.973941	4970.714351	3520.371081	2549.167128	2135.428141	1855.302569	420.9097987	488.6408311	2238.753127
Q8NQC5	Cgl1513	1364.206517	1784.68259	2876.753824	2084.99977	5322.282971	2941.019138	10768.23264	2658.915279	8057.154513	4547.013719	5594.013414	5131.718339
Q8NQD1	metH	1455.194238	2391.280287	1639.193993	1827.165046	2237.822749	1777.565764	1703.373137	789.5866446	1423.793281	1541.025198	1940.31513	1485.698587
Q8NQD2	Cgl1506	4300.795653	6133.298654	5321.131722	5002.793916	4068.27798	6344.373241	8065.837859	5671.230182	4361.019994	2655.83317	2845.082476	4604.187386
Q8NQD6	pepC	5873.030612	6357.995065	7439.701314	5741.871965	4921.172712	4325.55009	6985.207901	4494.216305	5593.223707	4140.158335	4831.652422	5242.775499
Q8NQD9	Cgl1496	1871.375467	1997.063001	1531.962395	2115.148461	2393.395989	3142.200812	1752.437718	1599.099462	2128.25682	1929.635865	1782.036522	1538.884478
Q8NQE6	Cgl1489	247.6402074	368.5069827	213.2380895	329.254959	356.6277025	411.7258303	372.9709882	277.1007074	378.6761882	261.3740733	387.8232528	381.7285009
Q8NQE8	pepE	5842.926702	3657.92225	5332.581178	4503.520232	3656.721912	3143.795686	5057.699403	2446.540179	1965.469674	3541.965587	4210.71448	4622.393217
Q8NQF8	rbpA	6663.699073	8622.76538	7652.423309	7858.352366	7392.293068	9311.459687	9025.657508	5893.517568	6340.250214	5437.547616	5742.333832	6271.171937
Q8NQG7	gpt	8392.443429	9321.100934	9805.130036	10128.10566	9757.815521	10650.97722	10390.90563	6916.008509	7289.902091	5225.608997	6092.922505	5916.992378
Q8NQI0	Cgl1454	2529.84967	3360.343874	2871.102123	2590.029429	2184.419226	2046.258924	2584.40755	1817.883391	2117.44237	1426.691677	1784.297096	1820.751342
Q8NQI2	gnd	25180.66442	27706.7805	32258.83635	30589.94975	28890.69476	23027.43669	21494.00656	11784.86685	16370.58478	18921.519	15930.71707	23270.21314
Q8NQK8	Cgl1426	1899.187234	2530.868432	2268.313573	3274.034439	2687.115549	3641.721999	3870.34708	2503.518907	3064.136366	1705.76299	2103.751425	2513.598313
Q8NQL0	sseA2	1870.691942	3197.027489	3009.93993	3295.582621	3060.083089	3261.021009	11498.55431	7584.58926	9114.840936	5555.613538	965.4009969	6888.997994
Q8NQL6	Cgl1418	4450.917087	5286.036198	5105.704954	4837.743343	4707.975211	4164.396352	4675.568566	3146.056163	3963.164454	2718.167892	3193.844252	3153.953629
Q8NQL9	Cgl1415	1057.175561	1332.757252	1110.678402	1538.147676	731.2070559	1690.477015	3699.2766	2828.192091	3479.891846	3060.167989	3666.334038	3683.076298
Q8NQM4	Cgl1410	3277.636059	3394.735084	3223.197679	2248.30045	3107.94968	2321.823956	3514.918147	2483.617257	3176.868102	1593.951456	2560.405556	2392.343338
Q8NQF7	ppmC	1533.140846	1092.826566	1258.643963	512.7474895	1297.448187	1667.638259	2145.592895	1324.038442	1912.010138	812.9393668	568.6445158	721.5852941
Q8NQM9	Cgl1405	3108.451053	4392.374868	2916.733412	3776.478009	3930.19158	3589.941067	7423.903695	4597.687334	5257.014966	3758.406917	3396.58829	3640.305241
Q8NQN5	Cgl1391	2293.516578	1555.380428	1786.975221	2002.44692	1884.57739	3728.247025	11666.98906	9478.579938	11333.57075	9878.076357	8558.914341	11538.27375
Q8NQN8	tsnR	5615.359133	3178.38788	4807.536752	3119.490575	1968.392512	1485.04153	3550.615122	1765.446425	2426.740715	1964.011441	3079.532836	3233.041343
Q8NMD8	Cgl2640	7764.051056	8609.209129	7343.854636	7991.52749	11472.72616	9300.670314	6538.217883	7098.572957	9216.065463	3888.435002	994.5888918	5180.239216
Q79VE5	ilvE	2667.744467	5486.974182	4259.042772	5334.864084	4456.486427	6143.31852	5057.247392	541.0337972	3324.422818	1456.578416	76.15398858	1982.416142
Q8NQQ2	Cgl1374	11624.46687	20257.77927	17445.6483	15602.90797	16208.30981	15196.91111	26987.60888	17532.31602	22388.46761	14815.8245	14402.59218	15993.76765
Q8NLT9	dcd	3354.294211	1393.056639	2181.873625	1811.42798	2701.372833	860.3221381	4700.916227	2872.251205	4210.562514	1287.454961	1853.111754	2155.349291
Q8NQQ6	uspA1	71471.71463	87045.57907	86879.95274	93698.25039	98648.07118	107270.6075	103223.7444	82238.63567	89422.60771	90293.05691	74619.08957	80035.75226
Q8NQQ7	uvrB	1520.756553	2240.460905	1843.91799	1483.439513	1951.470161	1988.906381	2440.815298	1361.872549	1636.838377	1072.807242	822.4896751	930.8710463
Q8NQR5	rpsA	33723.56826	41482.59968	46249.82979	37872.40649	32581.8908	41373.67956	63777.34369	38916.57324	38601.11998	40206.76101	35545.27001	37183.33682
Q8NQS1	polA	5226.784916	6203.558792	5621.527028	5907.629714	5353.393837	5854.977808	5731.23925	4254.499188	5037.063733	3328.185268	3446.476283	4244.598552
Q8NQU3	Cgl1331	1165.373588	1696.241612	1746.185965	1391.69917	1829.067327	2223.978797	1526.756161	2028.759423	1524.379729	1519.512735	1395.728751	1888.396904
Q8NQU4	Cgl1330	2275.934541	3011.974395	3386.707057	4241.537635	4122.269668	4479.016461	3568.706548	2561.351468	3331.936979	2351.204919	2901.466027	2744.530827
Q8NQA8	mcmA	638.5101796	729.8043903	733.2484944	2813.54166	1120.393673	1338.461735	14777.11001	9217.809899	9085.971763	3793.360365	2458.648964	5559.63819
Q8NTW3	Cgl0189	9797.339267	12855.11218	12914.53534	15004.40146	14029.33905	14153.79132	11055.66489	8241.146691	8175.680892	5167.984635	4506.273153	6015.464019
Q8NQV5	Cgl1318	697.2220749	835.1906907	881.0175564	741.674123	538.858381	675.9801839	1217.742647	839.4583929	876.9676246	741.7030214	1015.131087	998.30982
Q8NQW4	glgP1	41371.54689	42518.84734	39131.62409	66172.13194	55465.62008	54816.17718	82200.73805	50163.52555	53761.2793	60696.62686	52188.97382	82409.80303
Q8NTA7	fadD5	7753.89604	8260.032557	10232.55776	5773.652618	5794.462382	7930.673742	8387.823776	3932.398129	5693.028035	2792.72421	4294.417407	5300.616724
Q8NQY2	Cgl1290	4731.006993	7815.806212	6662.379192	5833.901531	6332.655517	8795.967409	8710.617253	4671.810217	5807.013112	2389.665823	5176.767849	6141.890991
Q8NQY7	serA	10729.90676	13510.06547	11858.57768	15791.82453	12346.32702	11715.18841	42725.98143	20953.08905	29865.32668	21520.96306	25705.10394	28245.34552
Q8NQY9	Cgl1282	4085.21016	4796.492217	5125.812035	5699.755835	4914.37624	5962.872604	4467.860614	1676.456414	2185.353178	2296.193263	1266.477349	1839.562625
Q8NR16	Cgl1248	786.0313086	921.4447647	1005.92848	730.4210693	440.0934506	307.230884	558.0231769	311.7849262	450.7190268	444.091907	618.5999879	570.5977176
Q8NLN0	ldh	57634.06861	72984.65695	65506.68271	63796.42942	68168.19165	64236.71465	119053.0771	105740.8535	91911.22657	49704.54323	47636.82203	56761.74876
Q8NR33	fixB	4203.970855	3305.705566	3465.680751	3726.558018	2753.947932	3417.820825	3406.50846	4434.500812	7134.488188	4105.28043	3703.507792	4747.268716
Q8NR34	fixA	10391.10244	13600.28576	15317.74908	14316.41634	10858.1544	14684.0452	19266.99155	9233.731273	10983.74629	10256.40118	7883.153912	11155.26217
P06562	trpA	343.7028229	581.1596853	573.8562453	1657.705292	844.3887518	1115.930488	1235.327695	1022.792443	1116.216021	451.2451247	905.517784	880.6568392
Q8NRI8	Cgl1060	23308.13342	34196.56594	27059.83038	21190.07956	26195.20225	23793.27639	22204.38912	12480.5755	13257.82836	8070.034105	7049.455335	8521.701819
Q8NR45	Cgl1219	18311.4698	22767.29209	22701.61184	19297.52118	16386.57237	20773.08882	23701.75442	14966.19523	18648.01632	13972.31358	13008.88523	14368.5822
Q8NR55	Cgl1202	5315.303296	8604.897192	8793.681428	7363.179185	5048.242523	8543.216453	7583.721442	2177.282661	3713.527708	3025.406322	2015.700097	3101.794427
Q8NR58	rho	7442.970791	10922.06204	8217.938502	8634.015386	9010.144287	9962.052594	13301.22368	9992.937502	10926.39088	8344.851182	6579.236474	9455.33063
Q8NR59	fadD4	1689.108988	2592.80726	1860.029151	2517.421679	2361.957628	2427.750687	1655.106106	923.1407122	1102.353483	780.7423366	760.4505118	822.9078684
Q8NR68	narG	2097.297783	2279.677933	2536.431011	2891.093741	3269.661722	2948.833222	3678.854686	2732.391531	2855.623682	3114.517751	2911.023866	3275.614385
Q8NR69	narH	1241.633414	2084.978545	1873.876251	1986.780407	2354.816468	2327.1616	3365.058108	2310.247753	2447.517244	2372.667568	2985.850215	3005.173477
Q8NR70	narJ	1323.856084	1921.677885	1624.983103	2397.419449	2518.518474	2541.016968	2687.426118	2308.340656	2323.449202	2456.926982	3080.73536	2711.830309
Q8NR71	narI	1792.09129	2108.197423	1810.291912	2047.699822	2642.444038	2350.067907	3441.026231	3166.025536	4106.136182	3989.358463	4446.148357	4530.914686
Q8NS20	citE	912.9590217	1867.649203	1878.523207	2256.592456	2500.405644	2481.004734	2450.675179	628.0471702	835.8341271	1447.897553	1635.154211	2031.339142
Q8NR83	Cgl1170	3516.026482	3856.214554	4341.32821	3790.410293	3807.567217	4294.016453	3458.991843	2343.876241	2856.064252	2512.785889	2278.15455	2787.685924
Q8NR96	deaD	26553.63842	28717.23017	26854.47431	25587.61677	28267.03661	26046.49718	29086.4123	22582.95386	19207.01075	12246.97205	12352.36703	13415.80465
Q8NR99	Cgl1153	2306.696665	3069.11183	2951.275432	3061.538221	3108.543861	2950.903439	5637.222475	4529.604399	4847.050063	3921.256462	4542.747839	4352.673862
Q8NRB7	Cgl1135	6998.874174	8328.610426	6462.865395	5934.538831	7598.946805	7353.154486	10187.01561	5236.027472	7197.803483	3896.677396	4646.113588	5486.242574
Q8NRC0	AroE	6433.10758	8558.357752	8312.158179	8736.336533	6535.145303	10106.51744	8170.296671	861.1171704	5068.996837	4629.855192	2830.183178	1622.64546
Q8NRC9	mrp	8641.940745	10235.61934	9892.740134	9034.056187	9232.535587	10927.21583	10543.88911	7600.482886	7977.510632	5396.612452	5913.628361	5793.472674
Q59279	argC	7259.497537	9593.071191	9067.918179	6664.323925	6909.564619	6205.01394	18619.21086	5946.739569	9403.54764	5261.1263	4013.180337	5749.018224
Q8NRD5	glgA	1945.879049	3263.413988	2701.048788	3335.259628	2539.251312	3489.34276	4745.999565	3052.636095	3907.484077	2658.322526	2567.460387	2903.527279
Q8NRD6	Cgl1116	1230.81154	1882.887577	1538.762086	2485.520006	2650.026966	2834.009757	1467.788624	806.9592382	1580.514036	604.8737978	799.4260086	462.7464951
Q8NRD7	rrmA	7262.985928	8120.39371	7386.541046	7749.608047	6631.017164	6475.952745	8751.09231	7127.129645	7946.687405	4770.014907	5715.674469	5580.786198
Q8NRD8	Cgl1114	19207.33559	19598.85652	20821.94498	14896.911	10836.54531	6524.94308	22278.34667	16724.93136	14185.41677	10447.56444	11622.88087	13977.78629
Q8NRE6	dapC	3458.161257	4972.094413	5572.512227	5836.310926	5473.859148	5629.012145	5768.405506	3599.342482	3901.267129	2126.212472	3222.881605	5151.865155
Q8NRF0	Cgl1099	325.3204993	438.2990976	366.6591264	469.1289565	452.2728365	475.2845566	375.3634985	148.3371188	273.9117881	264.8686558	404.1760966	323.4310461
Q8NRF1	Cgl1098	2861.811397	3493.758979	3582.936976	3022.802433	3286.70505	3556.990112	4825.158952	3142.73521	4150.092487	2566.130562	1707.240157	3063.285097
Q8NRF3	Cgl1096	674.8222868	968.920128	1389.980465	1027.371891	673.0596668	647.633407	5077.136285	1719.957765	1897.490563	1514.43747	1197.53959	2273.021854
Q8NRF9	Cgl1090	2066.687629	2987.800735	2537.258829	2219.508236	2411.363932	2759.030085	3478.42195	2613.571016	2981.511418	1247.839449	2054.501331	2082.838923
Q8NRG1	Cgl1088	1677.756548	1757.828073	1846.943114	2408.864708	1790.470451	1568.677593	1249.05459	871.3040395	820.382712	525.878466	615.5844546	757.2787184
Q8NLL5	msrA	11926.70208	15074.25876	16095.89384	9679.151384	8544.660797	9867.433074	15590.73139	9642.893559	11284.18014	4060.716472	3730.10839	5311.511859
Q8NSE3	Cgl0733	3453.168209	4326.478756	5590.880228	2575.875289	2985.569181	2274.660209	3569.595378	1085.047772	1276.267539	763.5000033	1181.243829	938.1264122
Q8NRL6	ychF	11861.72094	11512.84305	12897.86996	12459.48898	11038.04408	9207.105945	16897.04304	11844.37758	13167.16037	9104.486489	9731.381196	9795.481784
Q8NRM1	Cgl1027	927.0709818	1935.995924	1972.937606	1659.35544	957.135299	2414.695111	2909.813761	1585.370335	2353.451877	1720.036101	1929.380091	1908.394559
Q8NRM8	Cgl1020	2476.812336	3361.149332	2605.232916	2928.080441	2987.293048	3261.34947	5016.638666	4040.412653	3890.208798	2239.370231	2840.465237	2730.881983
Q8NRP9	Cgl1000	10748.05035	11719.7794	16727.67737	18896.70729	9391.472666	16664.86778	23481.73725	13155.80785	18930.16284	12326.75893	6804.186676	11654.29995
Q8NRQ4	Cgl0993	5683.041885	6444.03166	6841.618119	5719.576006	5239.128507	5709.46015	5626.509566	2813.061123	3662.353052	2673.928764	3553.653128	3732.02684
Q8NNF8	Cgl2246	16703.21022	20518.47544	24765.66661	35159.68008	38368.94918	43848.44989	41842.87335	38880.51408	44439.20024	18046.71195	20895.58711	20820.24065
Q8NMB8	ispD	2096.149245	2799.196273	2689.413522	2201.413219	2571.697272	2248.00102	3543.141192	2290.19694	2482.100469	1414.72887	658.8989974	1589.989146
Q8NRQ8	Cgl0987	2445.002132	2314.936598	2752.313068	1889.733194	1928.616067	1965.347379	2423.394609	1909.988645	2140.696094	1391.753399	1353.567076	1987.661339
Q8NRQ9	greA	11944.38781	15737.75579	15427.18555	11653.11956	11717.45909	12690.47203	18078.28209	13049.74284	14352.90816	12902.17805	11924.14949	12482.53799
Q8NRR2	Cgl0983	4776.951409	4974.40044	4890.386786	2990.068342	3229.983404	1868.902235	15314.18993	427.9670994	9252.281117	8582.009996	10588.6996	9634.883747
Q8NT90	hemC	2395.571959	3644.410143	3587.984141	2697.025341	3540.418681	3739.488765	5892.048933	1788.743984	4507.945798	2384.21532	1565.370405	1300.471292
Q8NRR9	Cgl0976	6893.751958	8469.98549	7474.282341	7912.176918	8313.629799	8794.099881	8642.825332	7034.938208	7597.709052	4881.605786	5289.098867	6099.374966
Q8NRS0	Cgl0975	376.6932939	920.4991574	595.5717198	574.1618402	887.3950029	519.504435	1687.5446	1075.902989	1126.233758	444.9076765	134.8577898	679.5467239
Q8NRS3	porB	757.2859184	746.4988352	876.4591032	2449.335775	2603.158356	2758.517623	1577.860855	1256.138389	1456.704471	2145.012041	2529.214217	2691.764669
Q8NRS6	Cgl0969	7468.040606	8189.787239	7435.710271	7117.370842	6661.729222	5115.574898	7654.338306	5659.323549	6034.322825	3852.144318	1478.11971	4617.505242
Q8NRS9	mfd	454.3162871	666.4574413	486.6643937	640.5707952	629.6688779	640.8409432	321.4577789	414.6917585	475.4086276	331.6731967	356.9664605	424.8554414
Q8NRV5	Cgl0936	1979.174776	3035.209547	1671.741496	1749.297577	1376.287886	1214.585031	384.0082927	425.302923	1259.442734	192.5748792	531.5642749	460.8220366
Q8NT75	hemE	1340.765605	1994.447503	1650.290471	1537.252362	1731.658177	2290.510762	3728.307147	235.7888384	1827.93421	560.9571756	389.0040292	1364.517735
Q8NNW6	Cgl2064	973.4421575	1784.357974	1219.2914	885.5968133	785.3253501	1213.144754	1265.558825	526.4254688	1044.544916	372.118434	447.6453629	497.3728785
Q8NRX5	Cgl0916	1453.644704	1677.769952	1673.349648	1687.82916	951.2802743	1385.637161	4718.197159	3688.336179	4152.067656	2165.693368	1340.734778	3040.33819
Q8NRX6	Cgl0915	9728.470889	13636.00083	13602.31743	11472.26202	10219.37454	9299.34141	14935.45879	4250.973557	6015.414437	4894.512307	3554.785172	6065.497567
Q8NRZ3	Cgl0894	273.180463	265.40867	310.0051069	214.5275136	253.2709294	221.6275823	803.8140372	618.984603	732.4529224	249.9742093	413.14704	313.5305784
Q8NS03	moeA2	879.7097348	420.49628	435.8299147	476.8615635	768.3187525	622.9377746	1136.178025	493.8278956	681.6352519	637.8987051	623.5097425	542.0717523
Q8NS04	galU1	2603.082235	3242.327421	3122.797505	3024.797717	2459.770707	3877.336935	5179.822571	3774.486856	3413.682039	3035.486056	3064.547888	3487.156018
Q8NS22	purN	1445.986308	1912.568092	1639.909376	1650.770331	1489.495457	1364.313455	2229.279049	736.7705958	2034.605557	1022.832191	1021.650897	1649.081068
Q8NQD8	arc	451.6867571	196.4052223	529.8987769	1104.894127	1290.451603	1488.19918	887.9103355	773.5890096	1402.781432	320.2856375	432.968346	422.5476233
Q8NS28	pcrA	892.4439771	1399.61249	1156.9437	1065.846389	994.6221704	1140.34496	1941.126269	796.4632276	1350.404512	784.779275	542.8267657	999.6977968
Q8NS41	Cgl0841	1729.94873	1994.469032	1962.520151	4102.426499	2555.448698	1782.743283	12144.04861	12644.2387	11137.65658	10086.98183	10353.94545	9216.24195
Q8NS46	fas-IB	10144.23517	12768.22574	12135.50362	15351.27623	17380.29905	16900.0986	23042.53518	15795.16039	17811.72441	23386.42102	20391.43519	22529.71433
Q8NS51	serC	49382.50372	52893.08201	50058.50111	65674.08817	49137.42179	66777.52316	49272.35066	32875.1038	29902.06815	33219.50488	25385.20974	36101.98466
Q8NS52	Cgl0827	2345.489755	4872.954943	3571.88189	2705.471153	5194.13536	3828.374869	2660.855551	2582.761692	2951.001562	1713.601433	1864.375801	2803.760279
Q8NS64	Cgl0815	6417.343636	7791.313529	9263.722759	8198.491485	5907.509505	5496.616929	13516.34217	9540.130498	11562.19987	8516.096322	9458.901807	9935.381988
Q8NS69	Cgl0810	22475.51764	25636.45514	26756.37458	30622.19998	31843.3397	37868.73993	5343.251708	4997.842519	4507.705304	7659.019649	7860.525552	8298.940863
Q8NS79	Cgl0800	3280.049279	3940.387908	3534.086061	3851.536249	3839.264953	4012.323256	4032.563397	3057.603945	3444.444643	2374.974829	2848.85971	2784.000011
Q8NS94	Cgl0785	7520.802546	5246.238145	8269.15764	8863.590893	3785.655012	4314.650746	314.6621931	3460.657371	4220.927412	2931.520302	4044.008994	620.9377514
Q8NS95	Cgl0784	1516.953371	1875.810687	2103.927985	2223.420781	1774.568657	2445.783813	2261.047622	1442.378916	1450.94932	1325.115604	1309.017885	1593.902801
Q8NS97	Cgl0782	12355.502	13823.09435	13842.74466	11291.50331	12377.13385	10600.64699	14072.31478	9770.24827	10211.6178	6607.788614	7007.95775	8129.196293
Q8NSA2	Cgl0777	1123.774034	1575.063603	1297.928971	1371.315615	1414.412558	1599.332757	1384.930785	1175.591169	1225.003855	1026.240507	1022.989977	1214.596559
Q8NSA5	Cgl0774	2604.875789	4074.415128	4008.833112	3658.011833	3003.81091	4004.653161	2888.514814	1377.123664	1237.941773	983.9488798	1359.099808	1479.883633
Q8NSA7	Cgl0772	7999.054172	11792.61249	9739.425663	10283.0275	12986.50219	13244.91489	6000.940251	6222.732194	8975.643814	6082.776767	5405.167037	6079.969157
Q8NSA8	rhlE	2938.088512	3519.898847	3568.626691	3490.132967	2672.391644	2770.207473	3007.411485	847.8595471	2296.851765	1814.180816	2159.255559	2112.053633
Q8NSB7	hpf	36871.951	43782.34457	38758.01133	37153.73841	41832.65968	34031.72362	45894.15892	42808.06296	45068.11825	37961.71697	34873.07987	36874.34838
Q8NSC5	Cgl0751	28804.32397	34732.48176	34988.51467	31965.60721	37162.60832	37542.3928	60481.59972	46058.96145	50727.1124	40575.58412	39468.79345	44503.51644
Q8NSC8	manA	2728.963552	3752.540983	3581.635423	2512.786602	1683.232199	2196.462929	7285.030352	4059.338247	4610.291248	4869.753238	3929.348104	4974.141277
