cgl-id	Chr	Start	End	Strand	Length	AF1	AF2	AF3	AN1	AN2	AN3	CF1	CF2	CF3	CN1	CN2	CN3	cgl-id
Cgl2631	WT-3281083	2771275	2772720	+	1446	15	587	70	2009	1232	468	337	84	678	10	124	194	Cgl2631
Cgl2633	WT-3281083	2773238	2774929	-	1692	64	588	606	1368	1731	1340	8	3	3	0	5	1	Cgl2633
Cgl2634	WT-3281083	2774930	2775679	-	750	36	415	372	984	1048	950	0	0	0	3	0	1	Cgl2634
Cgl2635	WT-3281083	2775754	2776374	-	621	9	320	279	735	775	709	3	0	3	1	0	0	Cgl2635
Cgl2636	WT-3281083	2776356	2776793	-	438	9	230	182	477	548	536	4	5	2	0	1	1	Cgl2636
Cgl2637	WT-3281083	2776793	2777650	-	858	31	362	338	889	1028	913	11	13	7	0	0	2	Cgl2637
Cgl2638	WT-3281083	2777696	2778124	-	429	16	155	146	420	501	389	15	4	4	3	4	3	Cgl2638
Cgl2639	WT-3281083	2778279	2778890	-	612	41	483	390	780	1103	1095	41	35	24	18	15	5	Cgl2639
Cgl2640	WT-3281083	2779106	2780047	-	942	1123	1211	1546	1884	1832	1784	844	561	438	349	380	329	Cgl2640
Cgl2641	WT-3281083	2780079	2781461	-	1383	2261	2079	2895	2281	2091	2432	3675	2356	1895	2610	2578	2272	Cgl2641
Cgl2642	WT-3281083	2781504	2783489	-	1986	2080	2495	3027	4350	3551	4435	7950	5062	4201	12040	13436	10869	Cgl2642
Cgl2643	WT-3281083	2783640	2784941	-	1302	159	738	698	1427	1620	1534	279	191	149	123	104	112	Cgl2643
Cgl2644	WT-3281083	2784959	2785720	-	762	66	221	179	428	486	457	126	85	86	54	40	39	Cgl2644
Cgl2645	WT-3281083	2785761	2786927	-	1167	277	761	823	1459	1647	1683	220	122	84	147	133	161	Cgl2645
Cgl2646	WT-3281083	2787141	2788079	+	939	87	557	460	1209	1266	1207	44	32	30	15	21	20	Cgl2646
Cgl2647	WT-3281083	2788092	2789003	+	912	94	306	345	870	975	776	179	110	101	62	92	59	Cgl2647
Cgl2648	WT-3281083	2789046	2789744	+	699	68	402	398	1031	1030	940	151	85	73	46	53	40	Cgl2648
Cgl2650	WT-3281083	2790030	2791247	-	1218	79	1368	1154	2513	2924	2878	95	51	52	44	26	33	Cgl2650
Cgl2651	WT-3281083	2791237	2791959	-	723	123	380	413	910	905	929	306	220	170	206	184	173	Cgl2651
Cgl2652	WT-3281083	2792267	2793877	+	1611	178	1193	1160	2712	2816	2583	96	70	45	64	76	67	Cgl2652
Cgl2653	WT-3281083	2794058	2795023	+	966	47	193	239	445	602	409	35	26	8	13	22	15	Cgl2653
Cgl2654	WT-3281083	2795024	2797027	+	2004	69	597	609	1570	1746	1457	47	32	17	21	17	17	Cgl2654
Cgl2655	WT-3281083	2797024	2797842	+	819	42	321	345	886	944	840	23	21	4	15	14	19	Cgl2655
Cgl2656	WT-3281083	2797895	2798518	-	624	11	228	232	362	569	539	2	7	0	0	0	2	Cgl2656
Cgl2657	WT-3281083	2798590	2799090	+	501	30	77	116	155	244	271	41	36	26	25	26	29	Cgl2657
Cgl2658	WT-3281083	2799138	2799500	-	363	27	281	276	346	500	631	49	31	30	18	17	8	Cgl2658
Cgl2659	WT-3281083	2799584	2800066	-	483	39	224	264	503	628	520	42	25	26	6	4	5	Cgl2659
Cgl2660	WT-3281083	2800059	2800829	-	771	699	1328	1265	2164	2206	2227	2391	1669	1340	736	919	825	Cgl2660
Cgl2661	WT-3281083	2800836	2801432	-	597	139	438	394	870	1003	874	304	198	166	85	93	60	Cgl2661
Cgl2662	WT-3281083	2801740	2802465	+	726	98	284	338	630	648	564	125	96	64	52	48	52	Cgl2662
Cgl2663	WT-3281083	2802462	2803580	+	1119	227	953	904	1881	2089	1951	364	225	172	119	153	147	Cgl2663
Cgl2664	WT-3281083	2803783	2804352	+	570	618	813	944	1179	1174	1055	4193	2842	2701	919	836	799	Cgl2664
Cgl2665	WT-3281083	2804473	2805867	+	1395	481	1492	1423	2754	3066	2849	906	637	555	404	313	306	Cgl2665
Cgl2666	WT-3281083	2805871	2806971	+	1101	669	955	1132	1439	1615	1563	909	618	538	499	403	341	Cgl2666
Cgl2667	WT-3281083	2806963	2807643	-	681	942	1013	1335	1185	1032	1266	3095	2043	1536	1477	1470	1313	Cgl2667
Cgl2668	WT-3281083	2807728	2809182	-	1455	1767	2121	2638	2249	2140	2390	1665	1086	863	1048	1034	851	Cgl2668
Cgl2670	WT-3281083	2809636	2810259	-	624	281	271	458	248	426	410	426	278	271	162	138	125	Cgl2670
Cgl2671	WT-3281083	2810326	2811207	+	882	96	782	674	1507	1736	1670	104	102	75	64	54	60	Cgl2671
Cgl2672	WT-3281083	2811245	2812402	+	1158	170	277	414	523	593	579	196	140	100	112	126	103	Cgl2672
Cgl2674	WT-3281083	2812758	2813534	+	777	16180	13270	17801	11888	8950	11868	6565	3811	3354	3336	3383	2827	Cgl2674
Cgl2675	WT-3281083	2813813	2814139	+	327	228	268	269	310	213	377	125	61	47	140	176	124	Cgl2675
Cgl2676	WT-3281083	2814176	2814919	+	744	195	177	257	157	169	258	102	57	42	65	53	41	Cgl2676
Cgl2677	WT-3281083	2815112	2815405	-	294	2353	1340	2166	829	673	857	591	302	229	301	201	209	Cgl2677
Cgl2678	WT-3281083	2815846	2818623	-	2778	9006	6979	9358	8017	6818	7399	17251	11577	8928	5607	4966	4285	Cgl2678
Cgl2679	WT-3281083	2818912	2820345	+	1434	792	2052	1983	3773	3857	3807	2125	1488	1372	651	604	588	Cgl2679
Cgl2680	WT-3281083	2583117	2583680	-	564	10	85	110	196	279	292	4	4	1	6	1	5	Cgl2680
Cgl2680	WT-3281083	2820533	2821465	+	933	35	302	296	561	763	713	81	61	49	30	27	23	Cgl2680
Cgl2681	WT-3281083	2821618	2823501	+	1884	92	821	809	2125	2383	2011	82	44	33	19	20	33	Cgl2681
Cgl2682	WT-3281083	2823700	2825418	+	1719	1088	1153	1517	1742	1483	1884	938	581	470	494	539	539	Cgl2682
Cgl2683	WT-3281083	2825452	2827395	+	1944	1533	1554	1847	1708	1511	2008	1472	917	694	816	922	851	Cgl2683
Cgl2684	WT-3281083	2827478	2829202	+	1725	476	554	663	804	725	906	649	427	355	398	388	398	Cgl2684
Cgl2685	WT-3281083	2829293	2830738	-	1446	38	418	442	1077	1263	1066	29	18	15	14	10	3	Cgl2685
Cgl2686	WT-3281083	2830875	2831828	-	954	14	290	335	405	708	689	19	11	2	6	1	3	Cgl2686
Cgl2687	WT-3281083	2832185	2833765	-	1581	2308	3006	3549	4685	4310	4743	7532	5110	4555	2026	2331	2128	Cgl2687
Cgl2688	WT-3281083	2833812	2834612	-	801	376	770	869	1529	1482	1421	560	323	300	122	117	128	Cgl2688
Cgl2689	WT-3281083	2834609	2835304	-	696	224	547	475	972	1005	990	318	261	122	126	126	135	Cgl2689
Cgl2690	WT-3281083	2835304	2836053	-	750	525	610	805	1121	956	935	856	584	541	368	295	307	Cgl2690
Cgl2691	WT-3281083	2836064	2836531	-	468	41	254	205	531	596	533	68	36	54	10	20	21	Cgl2691
Cgl2692	WT-3281083	2836547	2837026	-	480	111	299	292	532	569	562	167	126	125	87	50	49	Cgl2692
Cgl2693	WT-3281083	2837026	2837418	-	393	95	124	161	203	295	236	93	95	65	41	43	29	Cgl2693
Cgl2694	WT-3281083	2837411	2838223	-	813	573	1174	1116	1966	1961	1972	1513	944	632	596	496	498	Cgl2694
Cgl2695	WT-3281083	2838266	2838871	-	606	155	333	402	794	805	722	225	150	133	87	42	47	Cgl2695
Cgl2696	WT-3281083	2838849	2841410	-	2562	3499	4197	5026	6107	5832	6098	6826	3892	3759	2088	1815	1928	Cgl2696
Cgl2697	WT-3281083	2841543	2842145	-	603	1043	935	1232	1008	930	1010	1104	740	696	447	419	358	Cgl2697
Cgl2698	WT-3281083	2842179	2843123	-	945	52	1051	815	1975	2293	2156	23	21	18	9	14	11	Cgl2698
Cgl2699	WT-3281083	2843125	2844408	-	1284	69	973	870	1741	2220	2369	69	38	31	26	25	24	Cgl2699
Cgl2700	WT-3281083	2844609	2845085	+	477	1501	1148	1726	1913	1514	1763	2806	1940	1549	1280	1424	1064	Cgl2700
Cgl2702	WT-3281083	2845585	2847126	-	1542	298	977	933	1802	2001	1972	545	380	342	123	129	132	Cgl2702
Cgl2703	WT-3281083	2847114	2847539	-	426	137	171	230	296	330	309	157	117	99	43	38	28	Cgl2703
Cgl2704	WT-3281083	2847550	2847963	-	414	225	346	372	742	613	620	421	204	200	93	112	115	Cgl2704
Cgl2705	WT-3281083	2847960	2848460	-	501	320	581	586	923	959	978	559	365	240	186	142	145	Cgl2705
Cgl2706	WT-3281083	2848457	2849068	-	612	416	655	732	916	955	1053	716	498	406	286	275	285	Cgl2706
Cgl2707	WT-3281083	2849135	2849386	-	252	4	25	29	56	87	70	0	0	1	0	0	6	Cgl2707
Cgl2709	WT-3281083	2850158	2851393	-	1236	1289	1348	1713	1462	1502	1517	892	522	506	433	318	329	Cgl2709
Cgl2710	WT-3281083	2851648	2851938	+	291	185	250	263	444	444	414	245	139	105	90	80	52	Cgl2710
Cgl2711	WT-3281083	2852227	2852673	+	447	154	172	248	181	250	230	156	90	96	50	41	38	Cgl2711
Cgl2712	WT-3281083	2852681	2856568	+	3888	1569	4156	4144	7567	8047	7372	1526	962	845	767	760	672	Cgl2712
Cgl2713	WT-3281083	2856615	2858180	-	1566	233	881	885	1940	2151	1992	111	74	57	50	48	44	Cgl2713
Cgl2714	WT-3281083	2858596	2859516	-	921	782	701	1002	944	794	950	2046	1292	1204	806	699	604	Cgl2714
Cgl2715	WT-3281083	2859624	2859761	-	138	7283	4104	6955	5405	3617	5059	12842	9056	5725	8677	9098	10991	Cgl2715
Cgl2716	WT-3281083	2860577	2862223	-	1647	5766	4509	6177	6064	5315	5407	12440	8197	6834	3556	3006	2643	Cgl2716
Cgl2717	WT-3281083	2862431	2862613	-	183	34	177	128	199	324	339	33	23	32	27	16	17	Cgl2717
Cgl2718	WT-3281083	2862610	2863821	-	1212	591	641	817	782	937	865	584	334	277	345	252	250	Cgl2718
Cgl2719	WT-3281083	2863818	2864783	-	966	483	670	662	846	762	916	622	459	383	471	601	479	Cgl2719
Cgl2720	WT-3281083	2864780	2866765	-	1986	713	813	1067	992	1327	1275	574	349	305	469	402	347	Cgl2720
Cgl2721	WT-3281083	2866752	2869208	-	2457	1275	1655	2016	2463	2575	2493	981	663	543	722	700	602	Cgl2721
Cgl2722	WT-3281083	2869208	2872009	-	2802	1529	1616	2027	1788	1991	2235	1698	1286	1013	1186	1206	1156	Cgl2722
Cgl2723	WT-3281083	2872010	2875603	-	3594	2985	3518	4260	4956	4907	4996	5197	3521	2893	2842	2789	2389	Cgl2723
Cgl2724	WT-3281083	2875644	2878325	-	2682	1365	2703	2815	4908	4938	4705	2102	1379	1141	846	967	898	Cgl2724
Cgl2725	WT-3281083	2878319	2878933	-	615	108	467	428	826	949	947	89	64	57	45	30	39	Cgl2725
Cgl2726	WT-3281083	2879198	2880571	+	1374	2736	3349	4153	4449	4179	4148	3168	2031	1736	1405	1473	1331	Cgl2726
Cgl2727	WT-3281083	2880914	2881474	+	561	285	781	713	1226	1194	1476	608	404	320	334	452	365	Cgl2727
Cgl2729	WT-3281083	2881855	2884914	+	3060	1054	2212	2371	3830	4479	4240	2751	1687	1406	1013	947	815	Cgl2729
Cgl2730	WT-3281083	2884918	2885409	+	492	381	575	568	746	781	839	1459	1080	766	963	944	796	Cgl2730
Cgl2731	WT-3281083	2885402	2887102	+	1701	538	1058	1267	2375	2461	2045	1603	1144	854	975	1003	896	Cgl2731
Cgl2732	WT-3281083	2887099	2887608	+	510	194	327	396	641	718	604	631	415	355	553	408	420	Cgl2732
Cgl2733	WT-3281083	2887612	2887887	+	276	98	96	137	127	177	143	335	262	207	269	322	238	Cgl2733
Cgl2734	WT-3281083	2887888	2888268	+	381	188	208	247	300	327	335	501	355	234	337	449	410	Cgl2734
Cgl2735	WT-3281083	2888704	2889303	-	600	62	301	252	494	568	640	72	41	47	29	15	23	Cgl2735
Cgl2736	WT-3281083	2889310	2890440	-	1131	589	799	847	1232	1127	1073	1070	692	586	528	416	394	Cgl2736
Cgl2737	WT-3281083	2890499	2891092	-	594	722	1011	1048	1653	1560	1710	2087	1431	1289	1159	1289	1009	Cgl2737
Cgl2738	WT-3281083	2891398	2891979	+	582	41	162	156	262	391	324	52	21	41	17	19	5	Cgl2738
Cgl2739	WT-3281083	2891170	2891382	-	213	44	85	97	109	115	117	113	93	67	64	87	56	Cgl2739
Cgl2740	WT-3281083	2891969	2892976	+	1008	183	1091	872	1993	2187	2195	268	166	129	72	68	47	Cgl2740
Cgl2741	WT-3281083	2893003	2893794	+	792	567	772	953	1352	1237	1428	1187	729	604	518	484	467	Cgl2741
Cgl2742	WT-3281083	2893801	2895303	+	1503	846	1748	1794	3092	3279	3188	1972	1395	1018	809	980	918	Cgl2742
Cgl2743	WT-3281083	2895634	2896830	-	1197	25	782	703	1391	1611	1855	26	24	17	5	2	10	Cgl2743
Cgl2744	WT-3281083	2897080	2898390	+	1311	571	689	913	1087	1037	1244	623	433	301	374	431	346	Cgl2744
Cgl2745	WT-3281083	2898387	2899169	-	783	245	383	492	754	872	764	386	250	224	128	124	87	Cgl2745
Cgl2746	WT-3281083	2899231	2899989	-	759	494	497	569	795	561	804	1215	906	654	498	586	478	Cgl2746
Cgl2747	WT-3281083	2899982	2900914	-	933	290	429	525	910	928	809	448	260	205	168	164	168	Cgl2747
Cgl2748	WT-3281083	2900936	2901430	-	495	201	267	398	521	538	504	155	99	109	79	76	50	Cgl2748
Cgl2749	WT-3281083	2901550	2903022	+	1473	745	1242	1310	1945	2152	2131	529	322	277	299	247	188	Cgl2749
Cgl2750	WT-3281083	2903023	2904057	+	1035	1137	1252	1456	1538	1676	1808	1070	717	564	653	587	547	Cgl2750
Cgl2751	WT-3281083	2904047	2906515	+	2469	3543	5240	5674	7517	7002	7783	4787	3276	2482	2489	3154	2749	Cgl2751
Cgl2752	WT-3281083	2906995	2908188	-	1194	860	889	1082	1502	1235	1484	3273	2122	1292	1496	1636	1627	Cgl2752
Cgl2753	WT-3281083	2908188	2909573	-	1386	741	1198	1268	2577	2174	2237	2948	1741	1067	1411	1362	1328	Cgl2753
Cgl2754	WT-3281083	2910086	2911453	+	1368	1094	1321	1664	2018	2084	2112	2319	1508	1246	882	759	756	Cgl2754
Cgl2755	WT-3281083	2911590	2912138	+	549	1237	1577	1814	2422	2114	2278	2582	1528	1452	1195	1132	1009	Cgl2755
Cgl2756	WT-3281083	2912127	2913137	-	1011	45	603	472	1350	1442	1310	54	44	56	96	72	87	Cgl2756
Cgl2757	WT-3281083	2913152	2914183	-	1032	31	229	270	526	646	565	181	89	85	93	76	115	Cgl2757
Cgl2758	WT-3281083	2914289	2914690	-	402	33	202	168	418	423	453	47	29	17	22	7	23	Cgl2758
Cgl2759	WT-3281083	2914692	2915918	-	1227	352	736	866	1673	1732	1586	936	576	576	556	472	498	Cgl2759
Cgl2760	WT-3281083	2917319	2918209	-	891	221	295	372	328	416	537	447	282	249	147	107	109	Cgl2760
Cgl2761	WT-3281083	2918378	2919274	-	897	20	234	203	380	569	558	28	15	12	4	4	7	Cgl2761
Cgl2762	WT-3281083	2919300	2919569	-	270	208	171	221	226	202	209	734	452	404	198	215	209	Cgl2762
Cgl2763	WT-3281083	2919729	2920775	-	1047	194	276	375	344	499	616	392	228	212	99	91	85	Cgl2763
Cgl2764	WT-3281083	2920945	2921565	-	621	310	368	494	442	533	667	580	365	330	263	245	233	Cgl2764
Cgl2765	WT-3281083	2921890	2922117	+	228	65	117	116	161	152	226	188	156	105	121	130	84	Cgl2765
Cgl2766	WT-3281083	2922114	2923406	-	1293	1962	2315	2680	3193	2942	3162	6637	4296	3606	2835	2740	2249	Cgl2766
Cgl2767	WT-3281083	2923526	2924377	+	852	79	862	710	1655	1785	1928	95	58	64	44	33	37	Cgl2767
Cgl2768	WT-3281083	2924392	2924658	+	267	58	78	121	199	233	232	155	104	101	77	81	86	Cgl2768
Cgl2769	WT-3281083	2924655	2925824	-	1170	519	614	886	815	970	943	461	259	242	222	177	166	Cgl2769
Cgl2770	WT-3281083	2925921	2926955	-	1035	38055	33960	45483	29284	21030	25941	79764	51369	39577	38788	41364	35901	Cgl2770
Cgl2771	WT-3281083	2927203	2928420	-	1218	3167	2518	3593	3195	2820	3104	2691	1760	1671	1733	1291	1329	Cgl2771
Cgl2772	WT-3281083	2928510	2929178	-	669	508	841	920	1402	1401	1263	844	582	409	378	385	352	Cgl2772
Cgl2773	WT-3281083	2929165	2929719	-	555	417	763	729	1287	1374	1280	507	338	304	215	137	155	Cgl2773
Cgl2774	WT-3281083	2929819	2931156	-	1338	226	945	911	2006	2086	2075	291	177	157	133	102	105	Cgl2774
Cgl2775	WT-3281083	2931200	2932024	-	825	205	361	428	688	734	681	197	153	112	99	109	72	Cgl2775
Cgl2776	WT-3281083	2932148	2932870	-	723	44	748	542	1447	1484	1486	123	74	81	37	41	38	Cgl2776
Cgl2777	WT-3281083	2933025	2934404	+	1380	108	595	644	1411	1530	1435	115	74	73	60	104	64	Cgl2777
Cgl2779	WT-3281083	2934878	2935279	-	402	642	673	817	883	766	1022	925	600	381	376	389	319	Cgl2779
Cgl2780	WT-3281083	2935286	2937844	-	2559	3036	2810	3725	4353	4035	3949	2594	1570	1286	992	775	715	Cgl2780
Cgl2781	WT-3281083	2938138	2939487	-	1350	38	1080	968	1332	1974	2236	16	10	11	5	0	6	Cgl2781
Cgl2782	WT-3281083	2940104	2940475	+	372	26	99	164	289	352	300	7	10	7	5	2	6	Cgl2782
Cgl2783	WT-3281083	2940472	2941494	+	1023	30	416	371	494	807	920	36	24	17	9	9	16	Cgl2783
Cgl2784	WT-3281083	2941517	2942689	+	1173	163	1304	1041	2294	2505	2662	200	104	93	104	83	90	Cgl2784
Cgl2785	WT-3281083	2942700	2943743	+	1044	476	744	877	1351	1439	1345	386	250	241	228	229	225	Cgl2785
Cgl2786	WT-3281083	2943740	2944888	-	1149	21	408	379	569	903	889	20	8	5	9	10	7	Cgl2786
Cgl2787	WT-3281083	2944910	2945479	-	570	12	229	252	489	662	536	3	2	2	2	0	2	Cgl2787
Cgl2788	WT-3281083	2945644	2945886	+	243	21	70	80	116	146	180	28	11	11	10	5	22	Cgl2788
Cgl2790	WT-3281083	2946150	2947277	+	1128	1074	1205	1513	998	890	1366	1130	777	608	894	745	719	Cgl2790
Cgl2791	WT-3281083	2947237	2948046	+	810	197	236	382	334	296	442	232	182	170	162	145	137	Cgl2791
Cgl2792	WT-3281083	2948303	2949460	+	1158	632	960	1117	1603	1771	1772	818	505	455	388	381	331	Cgl2792
Cgl2793	WT-3281083	2949527	2950327	-	801	311	721	826	1223	1420	1488	411	275	230	181	139	143	Cgl2793
Cgl2794	WT-3281083	2950420	2950665	+	246	10	125	145	354	426	300	4	4	7	8	4	12	Cgl2794
Cgl2795	WT-3281083	2950665	2951801	+	1137	222	606	548	1255	1266	1188	423	269	211	192	231	178	Cgl2795
Cgl2796	WT-3281083	2951861	2953381	-	1521	180	530	538	1121	1181	1019	78	56	53	60	61	43	Cgl2796
Cgl2797	WT-3281083	2953703	2954143	-	441	1051	1024	1249	1303	1260	1282	922	641	644	482	394	448	Cgl2797
Cgl2799	WT-3281083	2955567	2956223	-	657	2362	1896	2556	2043	1685	1841	2008	1335	1260	2033	1703	1470	Cgl2799
Cgl2800	WT-3281083	2956224	2958080	-	1857	21460	15796	22730	17047	13001	14848	18763	13412	12653	12590	12164	11212	Cgl2800
Cgl2801	WT-3281083	2958420	2959850	+	1431	1007	1195	1546	2261	2232	2196	1665	1150	926	922	862	853	Cgl2801
Cgl2802	WT-3281083	2959894	2960529	-	636	46	362	331	712	690	826	57	40	35	30	15	20	Cgl2802
Cgl2803	WT-3281083	2960526	2961632	-	1107	109	487	506	877	1023	998	184	153	94	101	74	72	Cgl2803
Cgl2804	WT-3281083	2961634	2964969	-	3336	407	2135	1812	4009	4451	4567	751	504	374	247	194	210	Cgl2804
Cgl2805	WT-3281083	2964966	2965604	-	639	49	188	225	177	312	319	165	86	87	55	44	58	Cgl2805
Cgl2806	WT-3281083	2965601	2967088	-	1488	145	830	684	1352	1704	1683	117	84	64	59	47	44	Cgl2806
Cgl2807	WT-3281083	2967427	2968464	-	1038	277	546	627	1165	1270	1205	224	152	110	138	107	76	Cgl2807
Cgl2808	WT-3281083	2968834	2969052	+	219	12	59	41	48	63	95	23	19	9	30	20	21	Cgl2808
Cgl2812	WT-3281083	2970208	2971137	-	930	6036	6670	8735	7243	6820	7290	12066	7763	5792	1949	1996	1953	Cgl2812
Cgl2813	WT-3281083	2971158	2971883	-	726	3473	3568	4844	3953	3304	4110	6145	4116	3500	1186	1064	960	Cgl2813
Cgl2814	WT-3281083	2971921	2973222	-	1302	25968	25309	32486	31372	21764	31689	35451	24451	20163	8234	8702	7014	Cgl2814
Cgl2815	WT-3281083	2973222	2974136	-	915	6744	6121	8601	8158	6458	7310	6081	3930	3840	1719	1582	1287	Cgl2815
Cgl2816	WT-3281083	2974133	2974918	-	786	9671	8040	11310	12178	9084	12059	6913	4928	4191	2311	2069	1499	Cgl2816
Cgl2817	WT-3281083	2975160	2976845	-	1686	12830	9882	15561	13767	10939	13985	11707	8579	7023	1973	2059	1706	Cgl2817
Cgl2818	WT-3281083	2977228	2978601	+	1374	11900	11127	14852	15247	12390	17931	15860	12050	9280	3066	3670	3046	Cgl2818
Cgl2819	WT-3281083	2978698	2980062	+	1365	1673	1643	2086	1251	1041	1461	1753	1181	1035	1322	1184	972	Cgl2819
Cgl2820	WT-3281083	2980133	2980339	-	207	12	146	132	191	282	296	17	3	8	8	7	2	Cgl2820
Cgl2821	WT-3281083	2980429	2980845	-	417	19	330	316	419	631	660	3	2	2	1	0	0	Cgl2821
Cgl2822	WT-3281083	2981069	2981293	+	225	29	61	106	141	178	155	30	17	17	9	11	17	Cgl2822
Cgl2823	WT-3281083	2981390	2982922	-	1533	97	1278	1152	2973	3209	3010	58	55	32	23	20	33	Cgl2823
Cgl2824	WT-3281083	2982922	2983488	-	567	25	139	133	228	327	291	13	9	13	9	3	6	Cgl2824
Cgl2825	WT-3281083	2983488	2984492	-	1005	18	153	146	238	353	377	29	14	15	11	12	11	Cgl2825
Cgl2826	WT-3281083	2984786	2985517	-	732	32	381	399	611	766	843	22	21	14	10	5	3	Cgl2826
Cgl2827	WT-3281083	2985517	2986239	-	723	21	561	532	858	1193	1311	5	4	5	3	0	3	Cgl2827
Cgl2828	WT-3281083	2986299	2987510	+	1212	83	982	816	2348	2264	2072	264	174	147	177	206	183	Cgl2828
Cgl2829	WT-3281083	2987507	2988832	-	1326	922	1265	1455	2098	2153	2285	1477	1010	742	384	332	344	Cgl2829
Cgl2830	WT-3281083	2989167	2990906	+	1740	1242	1947	2175	3012	2821	3297	1964	1372	1239	789	893	791	Cgl2830
Cgl2831	WT-3281083	2991222	2992250	-	1029	71	1011	792	1776	2053	2068	96	54	65	15	13	18	Cgl2831
Cgl2832	WT-3281083	2992241	2992885	-	645	47	211	225	415	522	495	88	58	42	24	28	23	Cgl2832
Cgl2833	WT-3281083	2992888	2993640	-	753	31	388	407	677	987	967	43	22	27	17	5	6	Cgl2833
Cgl2834	WT-3281083	2993793	2994611	-	819	131	350	404	691	872	819	195	132	103	133	183	175	Cgl2834
Cgl2835	WT-3281083	2994678	2995583	-	906	34	131	149	266	345	333	24	14	12	23	12	21	Cgl2835
Cgl2836	WT-3281083	2996062	2997039	+	978	402	618	792	978	1072	1005	1558	1104	1008	4443	3126	3144	Cgl2836
Cgl2837	WT-3281083	2997235	2997825	+	591	225	357	410	614	646	568	652	461	381	1896	1470	1384	Cgl2837
Cgl2838	WT-3281083	2997822	2998982	-	1161	130	871	813	1927	1998	1854	232	153	103	54	50	41	Cgl2838
Cgl2839	WT-3281083	2999244	2999849	+	606	1808	1976	2410	2368	2156	2372	2915	2075	1596	1409	1423	1101	Cgl2839
Cgl2840	WT-3281083	2999951	3000577	+	627	115	235	261	387	449	518	118	50	45	53	23	45	Cgl2840
Cgl2841	WT-3281083	3000564	3001130	-	567	57	228	221	330	488	470	46	44	17	18	22	12	Cgl2841
Cgl2842	WT-3281083	3001187	3001468	+	282	7	57	75	121	167	112	36	27	11	5	4	7	Cgl2842
Cgl2843	WT-3281083	3001838	3002221	+	384	16	162	148	222	345	420	24	10	14	14	10	3	Cgl2843
Cgl2844	WT-3281083	3002352	3003665	+	1314	828	1093	1265	1701	1603	1708	2171	1411	1319	596	708	610	Cgl2844
Cgl2845	WT-3281083	192857	194467	+	1611	41	345	342	461	559	797	278	184	146	107	107	106	Cgl2845
Cgl2845	WT-3281083	2316330	2317940	-	1611	72	451	1392	314	777	691	291	194	132	135	195	96	Cgl2845
Cgl2845	WT-3281083	2714662	2716272	-	1611	7	194	172	269	358	487	20	12	9	7	5	7	Cgl2845
Cgl2845	WT-3281083	3003939	3005549	+	1611	243	457	526	587	619	782	568	421	300	341	326	231	Cgl2845
Cgl2846	WT-3281083	3005864	3007123	+	1260	145	1113	910	2189	2622	2522	94	74	57	35	16	33	Cgl2846
Cgl2847	WT-3281083	3007120	3008439	-	1320	484	1586	1396	2827	3050	3004	578	339	263	179	148	158	Cgl2847
Cgl2848	WT-3281083	3008525	3009094	-	570	929	867	1236	1101	1168	1331	1226	740	715	559	458	432	Cgl2848
Cgl2850	WT-3281083	3009855	3010628	+	774	89	259	301	682	750	611	27	22	14	6	5	13	Cgl2850
Cgl2851	WT-3281083	3010673	3012364	-	1692	1029	1539	1842	3348	3196	3451	2425	1666	1434	1074	1341	1204	Cgl2851
Cgl2852	WT-3281083	3012428	3013585	-	1158	108	752	732	1515	1684	1692	297	193	217	138	106	100	Cgl2852
Cgl2853	WT-3281083	3013677	3014123	+	447	1092	1341	1484	1561	1611	1606	1262	735	697	674	557	597	Cgl2853
Cgl2854	WT-3281083	3014186	3014389	+	204	28	128	117	239	301	258	36	11	21	15	12	10	Cgl2854
Cgl2855	WT-3281083	3014367	3017474	+	3108	473	2653	2317	5401	5865	5497	896	669	536	352	367	290	Cgl2855
Cgl2856	WT-3281083	2236523	2236741	+	219	22	54	47	56	95	106	69	31	45	27	14	19	Cgl2856
Cgl2857	WT-3281083	3018916	3019734	+	819	236	635	735	956	1170	1253	331	210	195	168	179	122	Cgl2857
Cgl2858	WT-3281083	3017802	3018872	-	1071	121	959	809	1904	2102	2020	180	160	134	116	123	91	Cgl2858
Cgl2859	WT-3281083	3019741	3021165	+	1425	161	2078	1582	3703	4314	4263	111	86	53	51	25	40	Cgl2859
Cgl2860	WT-3281083	3022286	3022876	+	591	746	863	1115	1466	1316	1380	900	596	508	423	408	376	Cgl2860
Cgl2861	WT-3281083	3021136	3022239	-	1104	127	2054	1633	3687	4271	4014	137	109	86	73	82	69	Cgl2861
Cgl2862	WT-3281083	3022877	3023650	+	774	194	681	619	1104	1231	1244	209	110	135	90	73	85	Cgl2862
Cgl2863	WT-3281083	3023742	3025574	-	1833	31095	25114	33400	17311	13729	14984	45134	30088	25018	23086	23593	20343	Cgl2863
Cgl2864	WT-3281083	3026436	3027455	+	1020	25	192	135	194	325	343	95	79	62	41	40	35	Cgl2864
Cgl2865	WT-3281083	3027550	3028317	+	768	482	615	828	1082	1122	1053	432	278	257	235	186	204	Cgl2865
Cgl2866	WT-3281083	3028317	3029003	+	687	234	497	548	1072	1010	982	283	153	112	93	95	83	Cgl2866
Cgl2867	WT-3281083	3029011	3031329	+	2319	2121	2709	3111	3914	4151	3938	2876	1818	1419	802	720	712	Cgl2867
